# Menlo Systems GmbH TERAScan++
# Program Version 1.0.96
# Start: 3242 ps, Average over 67108 waveforms. Timestamp: 2017-10-16T15:54:40
# Window type: Tukey, parameters: alpha = 0.1
# Time [ps]	THz Signal [a.u.]
3297.75	-0.87972211
3297.8	-1.916282
3297.85	-2.7984964
3297.9	-3.5108227
3297.95	-4.0333055
3298	-4.3797911
3298.05	-4.5638679
3298.1	-4.6310954
3298.15	-4.5888261
3298.2	-4.4796931
3298.25	-4.3159501
3298.3	-4.1080506
3298.35	-3.8388744
3298.4	-3.5119837
3298.45	-3.1022074
3298.5	-2.6249039
3298.55	-2.0680668
3298.6	-1.4587962
3298.65	-0.82262239
3298.7	-0.20117439
3298.75	0.37413252
3298.8	0.86345425
3298.85	1.2519395
3298.9	1.5157604
3298.95	1.6525215
3299	1.6743561
3299.05	1.6049657
3299.1	1.4244569
3299.15	1.1316436
3299.2	0.71029064
3299.25	0.15910565
3299.3	-0.53765038
3299.35	-1.3538378
3299.4	-2.2767726
3299.45	-3.2566953
3299.5	-4.2361641
3299.55	-5.1365609
3299.6	-5.8979351
3299.65	-6.4430842
3299.7	-6.7343531
3299.75	-6.7212335
3299.8	-6.4193115
3299.85	-5.8450355
3299.9	-5.0639023
3299.95	-4.1237896
3300	-3.0980401
3300.05	-2.0432191
3300.1	-1.0237302
3300.15	-0.081735283
3300.2	0.74590691
3300.25	1.4693756
3300.3	2.0736571
3300.35	2.6010822
3300.4	3.0814857
3300.45	3.5576355
3300.5	4.0580032
3300.55	4.6360959
